# 41004 4
-5.000000	-2.000000	-0.008725	0.000152	0.999962	0.000187
-5.000000	-2.000000	-0.004363	0.000076	0.999990	0.000187
-5.000000	-2.000000	-0.004363	-0.000076	0.999990	0.000187
-5.000000	-2.000000	0.004363	-0.000076	0.999990	0.000187
-5.000000	-1.950000	-0.008725	0.000152	0.999962	0.000209
-5.000000	-1.950000	-0.004363	0.000076	0.999990	0.000209
-5.000000	-1.950000	-0.004363	-0.000076	0.999990	0.000209
-5.000000	-1.950000	0.004363	-0.000076	0.999990	0.000209
-5.000000	-1.900000	-0.008725	0.000152	0.999962	0.000233
-5.000000	-1.900000	-0.004363	0.000076	0.999990	0.000233
-5.000000	-1.900000	-0.004363	-0.000076	0.999990	0.000233
-5.000000	-1.900000	0.004363	-0.000076	0.999990	0.000233
-5.000000	-1.850000	-0.008725	0.000152	0.999962	0.000260
-5.000000	-1.850000	-0.004363	0.000076	0.999990	0.000260
-5.000000	-1.850000	-0.004363	-0.000076	0.999990	0.000260
-5.000000	-1.850000	0.004363	-0.000076	0.999990	0.000260
-5.000000	-1.800000	-0.008725	0.000152	0.999962	0.000289
-5.000000	-1.800000	-0.004363	0.000076	0.999990	0.000289
-5.000000	-1.800000	-0.004363	-0.000076	0.999990	0.000289
-5.000000	-1.800000	0.004363	-0.000076	0.999990	0.000289
-5.000000	-1.750000	-0.008725	0.000152	0.999962	0.000322
-5.000000	-1.750000	-0.004363	0.000076	0.999990	0.000322
-5.000000	-1.750000	-0.004363	-0.000076	0.999990	0.000322
-5.000000	-1.750000	0.004363	-0.000076	0.999990	0.000322
-5.000000	-1.700000	-0.008725	0.000152	0.999962	0.000358
-5.000000	-1.700000	-0.004363	0.000076	0.999990	0.000358
-5.000000	-1.700000	-0.004363	-0.000076	0.999990	0.000358
-5.000000	-1.700000	0.004363	-0.000076	0.999990	0.000358
-5.000000	-1.650000	-0.008725	0.000152	0.999962	0.000399
-5.000000	-1.650000	-0.004363	0.000076	0.999990	0.000399
-5.000000	-1.650000	-0.004363	-0.000076	0.999990	0.000399
-5.000000	-1.650000	0.004363	-0.000076	0.999990	0.000399
-5.000000	-1.600000	-0.008725	0.000152	0.999962	0.000443
-5.000000	-1.600000	-0.004363	0.000076	0.999990	0.000443
-5.000000	-1.600000	-0.004363	-0.000076	0.999990	0.000443
-5.000000	-1.600000	0.004363	-0.000076	0.999990	0.000443
-5.000000	-1.550000	-0.008725	0.000152	0.999962	0.000493
-5.000000	-1.550000	-0.004363	0.000076	0.999990	0.000493
-5.000000	-1.550000	-0.004363	-0.000076	0.999990	0.000493
-5.000000	-1.550000	0.004363	-0.000076	0.999990	0.000493
-5.000000	-1.500000	-0.008725	0.000152	0.999962	0.000547
-5.000000	-1.500000	-0.004363	0.000076	0.999990	0.000547
-5.000000	-1.500000	-0.004363	-0.000076	0.999990	0.000547
-5.000000	-1.500000	0.004363	-0.000076	0.999990	0.000547
-5.000000	-1.450000	-0.008725	0.000152	0.999962	0.000608
-5.000000	-1.450000	-0.004363	0.000076	0.999990	0.000608
-5.000000	-1.450000	-0.004363	-0.000076	0.999990	0.000608
-5.000000	-1.450000	0.004363	-0.000076	0.999990	0.000608
-5.000000	-1.400000	-0.008725	0.000152	0.999962	0.000675
-5.000000	-1.400000	-0.004363	0.000076	0.999990	0.000675
-5.000000	-1.400000	-0.004363	-0.000076	0.999990	0.000675
-5.000000	-1.400000	0.004363	-0.000076	0.999990	0.000675
-5.000000	-1.350000	-0.008725	0.000152	0.999962	0.000749
-5.000000	-1.350000	-0.004363	0.000076	0.999990	0.000749
-5.000000	-1.350000	-0.004363	-0.000076	0.999990	0.000749
-5.000000	-1.350000	0.004363	-0.000076	0.999990	0.000749
-5.000000	-1.300000	-0.008725	0.000152	0.999962	0.000831
-5.000000	-1.300000	-0.004363	0.000076	0.999990	0.000831
-5.000000	-1.300000	-0.004363	-0.000076	0.999990	0.000831
-5.000000	-1.300000	0.004363	-0.000076	0.999990	0.000831
-5.000000	-1.250000	-0.008725	0.000152	0.999962	0.000922
-5.000000	-1.250000	-0.004363	0.000076	0.999990	0.000922
-5.000000	-1.250000	-0.004363	-0.000076	0.999990	0.000922
-5.000000	-1.250000	0.004363	-0.000076	0.999990	0.000922
-5.000000	-1.200000	-0.008725	0.000152	0.999962	0.001023
-5.000000	-1.200000	-0.004363	0.000076	0.999990	0.001023
-5.000000	-1.200000	-0.004363	-0.000076	0.999990	0.001023
-5.000000	-1.200000	0.004363	-0.000076	0.999990	0.001023
-5.000000	-1.150000	-0.008725	0.000152	0.999962	0.001134
-5.000000	-1.150000	-0.004363	0.000076	0.999990	0.001134
-5.000000	-1.150000	-0.004363	-0.000076	0.999990	0.001134
-5.000000	-1.150000	0.004363	-0.000076	0.999990	0.001134
-5.000000	-1.100000	-0.008725	0.000152	0.999962	0.001258
-5.000000	-1.100000	-0.004363	0.000076	0.999990	0.001258
-5.000000	-1.100000	-0.004363	-0.000076	0.999990	0.001258
-5.000000	-1.100000	0.004363	-0.000076	0.999990	0.001258
-5.000000	-1.050000	-0.008725	0.000152	0.999962	0.001395
-5.000000	-1.050000	-0.004363	0.000076	0.999990	0.001395
-5.000000	-1.050000	-0.004363	-0.000076	0.999990	0.001395
-5.000000	-1.050000	0.004363	-0.000076	0.999990	0.001395
-5.000000	-1.000000	-0.008725	0.000152	0.999962	0.001546
-5.000000	-1.000000	-0.004363	0.000076	0.999990	0.001546
-5.000000	-1.000000	-0.004363	-0.000076	0.999990	0.001546
-5.000000	-1.000000	0.004363	-0.000076	0.999990	0.001546
-5.000000	-0.950000	-0.008725	0.000152	0.999962	0.001714
-5.000000	-0.950000	-0.004363	0.000076	0.999990	0.001714
-5.000000	-0.950000	-0.004363	-0.000076	0.999990	0.001714
-5.000000	-0.950000	0.004363	-0.000076	0.999990	0.001714
-5.000000	-0.900000	-0.008725	0.000152	0.999962	0.001899
-5.000000	-0.900000	-0.004363	0.000076	0.999990	0.001899
-5.000000	-0.900000	-0.004363	-0.000076	0.999990	0.001899
-5.000000	-0.900000	0.004363	-0.000076	0.999990	0.001899
-5.000000	-0.850000	-0.008725	0.000152	0.999962	0.002105
-5.000000	-0.850000	-0.004363	0.000076	0.999990	0.002105
-5.000000	-0.850000	-0.004363	-0.000076	0.999990	0.002105
-5.000000	-0.850000	0.004363	-0.000076	0.999990	0.002105
-5.000000	-0.800000	-0.008725	0.000152	0.999962	0.002333
-5.000000	-0.800000	-0.004363	0.000076	0.999990	0.002333
-5.000000	-0.800000	-0.004363	-0.000076	0.999990	0.002333
-5.000000	-0.800000	0.004363	-0.000076	0.999990	0.002333
-5.000000	-0.750000	-0.008725	0.000152	0.999962	0.002585
-5.000000	-0.750000	-0.004363	0.000076	0.999990	0.002585
-5.000000	-0.750000	-0.004363	-0.000076	0.999990	0.002585
-5.000000	-0.750000	0.004363	-0.000076	0.999990	0.002585
-5.000000	-0.700000	-0.008725	0.000152	0.999962	0.002865
-5.000000	-0.700000	-0.004363	0.000076	0.999990	0.002865
-5.000000	-0.700000	-0.004363	-0.000076	0.999990	0.002865
-5.000000	-0.700000	0.004363	-0.000076	0.999990	0.002865
-5.000000	-0.650000	-0.008725	0.000152	0.999962	0.003174
-5.000000	-0.650000	-0.004363	0.000076	0.999990	0.003174
-5.000000	-0.650000	-0.004363	-0.000076	0.999990	0.003174
-5.000000	-0.650000	0.004363	-0.000076	0.999990	0.003174
-5.000000	-0.600000	-0.008725	0.000152	0.999962	0.003517
-5.000000	-0.600000	-0.004363	0.000076	0.999990	0.003517
-5.000000	-0.600000	-0.004363	-0.000076	0.999990	0.003517
-5.000000	-0.600000	0.004363	-0.000076	0.999990	0.003517
-5.000000	-0.550000	-0.008725	0.000152	0.999962	0.003897
-5.000000	-0.550000	-0.004363	0.000076	0.999990	0.003897
-5.000000	-0.550000	-0.004363	-0.000076	0.999990	0.003897
-5.000000	-0.550000	0.004363	-0.000076	0.999990	0.003897
-5.000000	-0.500000	-0.008725	0.000152	0.999962	0.004317
-5.000000	-0.500000	-0.004363	0.000076	0.999990	0.004317
-5.000000	-0.500000	-0.004363	-0.000076	0.999990	0.004317
-5.000000	-0.500000	0.004363	-0.000076	0.999990	0.004317
-5.000000	-0.450000	-0.008725	0.000152	0.999962	0.004783
-5.000000	-0.450000	-0.004363	0.000076	0.999990	0.004783
-5.000000	-0.450000	-0.004363	-0.000076	0.999990	0.004783
-5.000000	-0.450000	0.004363	-0.000076	0.999990	0.004783
-5.000000	-0.400000	-0.008725	0.000152	0.999962	0.005298
-5.000000	-0.400000	-0.004363	0.000076	0.999990	0.005298
-5.000000	-0.400000	-0.004363	-0.000076	0.999990	0.005298
-5.000000	-0.400000	0.004363	-0.000076	0.999990	0.005298
-5.000000	-0.350000	-0.008725	0.000152	0.999962	0.005870
-5.000000	-0.350000	-0.004363	0.000076	0.999990	0.005870
-5.000000	-0.350000	-0.004363	-0.000076	0.999990	0.005870
-5.000000	-0.350000	0.004363	-0.000076	0.999990	0.005870
-5.000000	-0.300000	-0.008725	0.000152	0.999962	0.006502
-5.000000	-0.300000	-0.004363	0.000076	0.999990	0.006502
-5.000000	-0.300000	-0.004363	-0.000076	0.999990	0.006502
